ID,Site,Location,Deployment_Date,Deployment_DTW_btoc,Sample_Date,Sample_Depth_btoc,Sampling_DTW_btoc,New_Bag_Deployed,Notes,
1332,CG041-039,39C058CMW,7/20/2018,34.82,7/11/2019,100,31.22,Y,,
1333,CG041-039,39U003AMW,7/20/2018,12.75,7/11/2019,30,9.45,Y,,
1334,CG041-039,39U003BMW,7/20/2018,24.91,7/11/2019,70,21.09,Y,,
1335,CG041-039,39U003CMW,7/20/2018,24.76,7/11/2019,115,20.95,Y,,
1336,CG041-039,39U004AMW,7/20/2018,19.27,7/11/2019,30,16.08,Y,,
1337,CG041-039,39U004BMW,7/20/2018,30.44,7/11/2019,69,26.88,Y,,
1338,CG041-039,39U004CMW,7/20/2018,30.38,7/11/2019,102,26.83,Y,,
1339,CG041-039,39U005AMW,7/27/2018,22.9,7/12/2019,29.5,19.51,Y,,
1340,CG041-039,39U005BMW,7/27/2018,33.74,7/12/2019,54.5,31.08,Y,,
1341,CG041-039,39U006AMW,7/27/2018,25.62,7/12/2019,33.9,22.4,Y,,
1342,CG041-039,39U006BMW,7/27/2018,36.78,7/12/2019,72,33.8,Y,,
1343,CG041-039,39U007AMW,8/10/2018,26.84,7/11/2019,40.7,23.46,Y,,
1344,CG041-039,39U007BMW,7/27/2018,40.72,7/11/2019,69,37.55,Y,,
1345,CG041-039,39U007CMW,7/27/2018,40.88,7/11/2019,88.5,37.71,Y,,
1346,CG041-039,39U007APZ,7/20/2018,21.94,7/12/2019,34.5,19.09,Y,,
1347,CG041-039,39U007BPZ,7/20/2018,23.1,7/12/2019,57,20.07,Y,,
1348,CG041-039,39U008AMW,8/9/2018,24.75,7/18/2019,65.5,21.2,Y,,
1349,CG041-039,39U008APZ,7/27/2018,24.54,7/12/2019,33.5,21.36,Y,,
1350,CG041-039,39U008BPZ,7/27/2018,24.51,7/12/2019,54.5,21.24,Y,,
1351,CG041-039,39U009AMW,8/9/2018,27.46,7/15/2019,90.15,23.57,Y,,
1352,CG041-039,39U009BMW,8/9/2018,27.78,7/15/2019,139,23.81,Y,,
1353,CG041-039,A72U001AMW,7/20/2018,15.43,7/11/2019,33.94,12.47,Y,,
1354,CG041-039,A72U001BMW,8/7/2018,29.65,7/11/2019,99.5,26.23,Y,,
1355,CG041-039,A72U002AMW,7/27/2018,18.69,7/12/2019,25.5,15.48,Y,,
1356,CG041-039,A72U002BMW,7/27/2018,31.85,7/12/2019,77,28.14,Y,,
1357,CG041-039,A72U002CMW,7/27/2018,31.75,7/12/2019,111.5,28.11,Y,,
1358,CG041-039,A72U003AMW,8/9/2018,21.18,7/15/2019,30,17.9,Y,,
1359,CG041-039,A72U003BMW,8/9/2018,31.9,7/15/2019,75,28.19,Y,,
1360,CG041-039,A72U003CMW,8/9/2018,33.68,7/15/2019,128.5,29.76,Y,,
1361,CG041-039,UBL001MW,7/20/2018,35.82,7/12/2019,77,32.19,Y,,
1362,CG041-507,23U006AMW,7/11/2019,12.07,7/29/2019,22,12.44,Y,,
1363,CG041-507,23U006BMW,7/27/2018,14.81,7/29/2019,46.5,12.55,Y,,
1364,CG041-507,23U006CMW,7/27/2018,15.9,7/29/2019,67,12.68,Y,,
1365,CG041-507,SWMU23C001AMW,7/27/2018,15.19,7/15/2019,35,11.25,Y,,
1366,CG041-507,SWMU23C001BMW,7/27/2018,21.32,7/15/2019,54,11.69,Y,,
1367,CG041-507,SWMU23C002MW,7/27/2018,14.77,7/11/2019,30,12.75,Y,,
1368,CG041-507,SWMU23C003MW,7/27/2018,10.23,7/11/2019,45,7.9,Y,,
1369,CG041-507,SWMU23C004AMW,7/31/2018,19.62,7/11/2019,32,17.42,Y,,
1370,CG041-507,SWMU23C004BMW,7/31/2018,25.23,7/11/2019,73,23.2,Y,,
1371,CG041-507,SWMU23C005MW,7/31/2018,16.8,7/11/2019,50,14.13,Y,,
1372,CG041-507,SWMU23U001AMW,7/27/2018,15.19,7/11/2019,32.5,13.03,Y,,
1373,CG041-507,SWMU23U001BMW,7/27/2018,21.32,7/11/2019,55,19.33,Y,,
1374,CG041-508,SS508C009MW,7/12/2018,,7/8/2019,,6.68,Y,,
1375,CG044-040,40C002BMW,8/8/2018,42.91,7/15/2019,75.05,40.03,Y,,
1376,CG044-040,40C004PZ,7/2/2019,40.39,7/19/2019,99,40.3,Y,,
1377,CG044-040,40C005AMW,8/29/2018,48.56,7/18/2019,56,45.27,Y,,
1378,CG044-040,40C005BMW,8/2/2017,50.55,7/18/2019,75,45.2,Y,,
1379,CG044-040,40C005CMW,8/22/2018,51.13,7/18/2019,95,45.5,Y,,
1380,CG044-040,40C009AMW,8/2/2017,27.8,7/17/2019,54,23.81,Y,,
1381,CG044-040,40C009BMW,8/29/2018,27.97,7/17/2019,75,24.58,Y,,
1382,CG044-040,40C009CMW,8/29/2018,28.24,7/17/2019,95,25.6,Y,,
1383,CG044-040,40C010PZ,7/2/2019,28.8,7/19/2019,96,28.93,Y,,
1384,CG044-040,40C016MW,7/18/2018,61.65,7/19/2019,146.5,57.64,Y,,
1385,CG044-040,40C018AMW,7/20/2018,61,7/19/2019,80,53.15,Y,,
1386,CG044-040,40C018BMW,7/20/2018,61,7/19/2019,114,57.11,Y,,
1387,CG044-040,40C019AMW,8/2/2017,65.5,7/19/2019,72.8,59.8,Y,,
1388,CG044-040,40C019BMW,,,7/19/2019,117.34,59.68,Y,,
1389,CG044-040,40C020AMW,8/6/2018,38.08,7/19/2019,105,33.42,Y,,
1390,CG044-040,40C020BMW,7/20/2018,38.1,7/19/2019,195,33.1,Y,,
1391,CG044-040,40C021AMW,7/1/2019,30.35,7/19/2019,104,38.03,Y,,
1392,CG044-040,40C021BMW,8/3/2018,42.84,7/19/2019,195,37.78,Y,,
1393,CG044-040,40C022MW,7/18/2018,61.51,7/18/2019,114.5,57.74,Y,,
1394,CG044-040,40C023MW,7/19/2018,61.15,7/18/2019,114,57.62,Y,,
1395,CG044-040,40C024AMW,7/20/2018,59.91,7/19/2019,66.15,55.57,Y,,
1396,CG044-040,40C024BMW,7/20/2018,59.5,7/19/2019,114.07,55.57,Y,,
1397,CG044-040,40C025MW,8/2/2017,15.46,7/17/2019,39.5,12.2,Y,,
1398,CG044-040,40C028MW,7/19/2018,16.6,7/17/2019,57,14.2,Y,,
1399,CG044-040,40C034BMW,8/3/2018,94.31,7/19/2019,144,46.71,Y,,
1400,CG044-040,40C036MW,7/20/2018,60.8,7/22/2019,113.5,57.01,Y,,
1401,CG044-040,40C037AMW,7/23/2019,43.92,8/8/2019,115,43.74,Y,,
1402,CG044-040,40C037BMW,7/19/2018,48.11,7/19/2019,146.86,43.85,Y,,
1403,CG044-040,40C037CMW,8/3/2018,,7/19/2019,181,43.68,Y,,
1404,CG044-040,40C038MW,2/13/2019,53.38,7/18/2019,115,51.7,Y,,
1405,CG044-040,40C044MW,2/13/2019,39.34,7/19/2019,160,37.8,Y,,
1406,CG044-040,40C054MW,2/12/2019,55.65,7/19/2019,115,53.4,Y,,
1407,CG044-040,40C055MW,2/13/2019,60.8,7/22/2019,98,59.01,Y,,
1408,CG044-040,40C056MW,2/14/2019,55.65,7/22/2019,93,54.21,Y,,
1409,CG044-040,40C057MW,2/13/2019,55.91,7/19/2019,95,54.06,Y,,
1410,CG044-040,40C058AMW,2/14/2019,60.82,7/22/2019,107,59.33,Y,,
1411,CG044-040,40C058BMW,2/14/2019,59.82,7/22/2019,144,58.13,Y,,
1412,CG044-040,40C059MW,2/13/2019,55.95,7/19/2019,115,54.28,Y,,
1413,CG044-040,40C060MW,2/13/2019,49.42,7/19/2019,91,47.57,Y,,
1414,CG044-040,40C061AMW,2/12/2019,58.19,7/17/2019,115,56,Y,,
1415,CG044-040,40C061BMW,2/12/2019,58.05,7/17/2019,141,55.8,Y,,
1416,CG044-040,40C062MW,2/13/2019,34.9,7/18/2019,69,32.96,Y,,
1417,CG044-040,JST MW-07,,,7/17/2019,114,53.44,Y,,
1418,CG044-040,UBL002MW,8/22/2017,42.12,7/18/2019,69,37.01,Y,,
1419,PL582,LRSMW4A,8/1/2018,81.91,7/31/2019,95,81.86,Y,,
1420,PL582,LRSMW4B,2/13/2019,50.48,7/31/2019,62,50.23,Y,,
1421,PL582,LRSMW5B,8/1/2018,55.3,7/31/2019,65,52.6,Y,,
1422,PL582,LRSMW6B,8/1/2018,55,7/31/2019,65,52.18,Y,,
1423,PL582,LRSMW7,2/13/2019,52.42,7/31/2019,64.5,51.22,Y,,
1424,PL582,LRSMW8,2/13/2019,53.05,7/31/2019,66,51.49,Y,,
1425,PL582,LRSMW9,8/1/2018,54.12,7/31/2019,63,51.28,Y,,
1426,PL582,PL582C010MW,8/1/2018,64.3,7/31/2019,69,62.32,Y,,
1427,PL582,PL582C011MW,8/1/2018,56.65,7/31/2019,68,53.7,Y,,
1428,PL582,PL582C012MW,8/1/2018,52.06,7/31/2019,64.5,49.38,Y,,
1429,PL582,PL582C013MW,8/1/2018,51.28,7/31/2019,62.5,48.52,Y,,
1430,PL582,PL582C022MW,8/1/2018,77.25,7/31/2019,83,76.95,Y,,
1431,PL582,PL582C023MW,,,7/31/2019,73,63.69,Y,,
1432,PL582,PL582C029MW,2/13/2019,57.14,7/31/2019,69,55.51,Y,,
1433,PL582,PL582C030MW,,,7/31/2019,74,55.03,Y,,
1434,PL582,PL582C031MW,8/1/2018,78,7/31/2019,81,76.24,Y,,
1435,PL582,PL582C032MW,8/1/2018,86.34,7/31/2019,96,84.96,Y,,
1436,PL582,PL582C033MW,8/1/2018,79.97,7/31/2019,87,78.3,Y,,
1437,CG041-035,35C056MW,6/29/2021,59.61,6/29/2021,,,Y,deployment only,
1438,CG041-035,35C066MW,6/29/2021,55.51,6/29/2021,,,Y,deployment only,
1439,CG041-035,35C067MW,6/29/2021,52.14,6/29/2021,,,Y,deployment only,
1440,CG041-035,35C081MW,6/29/2021,52.08,6/29/2021,,,Y,deployment only,
1441,Background,BGC001MW,6/29/2021,83.84,6/29/2021,,,Y,deployment only,
1442,CG044-003,UAL005PZS,7/6/2021,50.23,7/6/2021,,,Y,deployment only,
1443,CG044-003,UAL005PZD,7/6/2021,47.8,7/6/2021,,,Y,deployment only,
1444,CG041-039,39C017AMW,7/8/2021,33.98,7/8/2021,,,Y,deployment only,
1445,CG044-013,13C004MW,7/27/2021,NR,7/27/2021,,,Y,deployment only,
1446,CG044-013,13L001EW,7/23/2021,NR,7/23/2021,,,Y,deployment only,
1447,CG044-013,13L002EW,7/23/2021,NR,7/23/2021,,,Y,deployment only,
1448,CG044-013,13L003EW,7/23/2021,NR,7/23/2021,,,Y,deployment only,
1449,CG044-013,13L006EW,7/23/2021,NR,7/23/2021,,,Y,deployment only,
1450,CG044-013,13L006MW,7/23/2021,NR,7/23/2021,,,Y,deployment only,
1451,CG044-013,UBL003MW,7/20/2021,NR,7/20/2021,,,Y,deployment only,
1452,CG041-010,10C003MW,8/20/2020,37.73,7/13/2021,44,38.64,Y,,
1453,CG041-010,10C006MW,8/19/2020,56.93,7/14/2021,99.45,57.5,Y,,
1454,CG041-010,10C007MW,8/19/2020,53.26,7/14/2021,119,54.64,Y,,
1455,CG041-010,10C009MW,8/19/2020,47.35,7/14/2021,49.85,49.85,Y,,
1456,CG041-010,10C017AMW,8/19/2020,29.48,7/14/2021,49.59,30.46,Y,,
1457,CG041-010,10C017BMW,8/19/2020,33.95,7/14/2021,89.68,35.7,Y,,
1458,CG041-010,10C019AMW,8/19/2020,82.8,7/14/2021,119.25,84.3,Y,,
1459,CG041-010,10C019BMW,8/19/2020,57.03,7/14/2021,153.4,58.3,Y,,
1460,CG041-010,10C021BMW,8/19/2020,24.35,7/14/2021,113.6,25.54,Y,,
1461,CG041-010,10C027MW,8/20/2020,50.15,7/16/2021,70,50.94,Y,,
1462,CG041-010,10C028MW,8/19/2020,27.97,7/14/2021,39.18,28.82,Y,,
1463,CG041-010,10C029MW,8/19/2020,26.42,7/14/2021,43,27.06,Y,,
1464,CG041-010,10C035RW,8/20/2020,48.9,7/16/2021,56,49.68,Y,,
1465,CG041-010,10C040RW,8/20/2020,41.72,7/13/2021,44.3,42.66,Y,,
1466,CG041-010,10C041RW,8/28/2020,31.16,7/16/2021,53,39.21,Y,,
1467,CG041-010,10C045RW,8/20/2020,46.2,7/16/2021,58,46.97,Y,,
1468,CG041-010,10C050RW,8/20/2020,28.6,7/16/2021,43,29.48,Y,,
1469,CG041-010,10C051RW,8/20/2020,34.63,7/16/2021,48,35.45,Y,,
1470,CG041-010,10C054RW,8/20/2020,33.5,7/16/2021,52.5,34.34,Y,,
1471,CG041-010,10C055RW,8/20/2020,28.34,7/16/2021,50,29.22,Y,,
1472,CG041-010,10M004MW,8/20/2020,49.21,7/13/2021,48,39.97,Y,,
1473,CG041-010,10M007MW-R,8/19/2020,26.88,7/14/2021,45,27.63,Y,,
1474,CG041-010,10R003MW,8/19/2020,24.09,7/14/2021,29.1,24.9,Y,,
1475,CG041-010,10R004MW,3/19/2021,67.45,7/14/2021,71,67.67,Y,,
1476,CG041-010,10R005MW,8/19/2020,72.82,7/14/2021,77.5,73.41,Y,,
1477,CG041-017,17H15BMW,9/4/2020,12.09,7/21/2021,28,15.52,Y,,
1478,CG041-017,17H16BMW,3/19/2021,9.05,7/21/2021,30,13.24,Y,,
1479,CG041-017,17H17BMW,9/4/2020,11.11,7/21/2021,28,14.84,Y,,
1480,CG041-017,17V001MW,3/22/2021,11.9,7/21/2021,20,16.45,Y,,
1481,CG041-017,17V002MW,8/31/2020,15.52,7/21/2021,21,16.46,Y,,
1482,CG041-017,17V012MW,3/22/2021,9.1,7/21/2021,17,13.58,Y,,
1483,CG041-017,UCL001MW,9/4/2020,33.01,7/22/2021,36,33.04,Y,,
1484,CG041-017,17C009MW,9/4/2020,46.31,7/22/2021,48,46.32,Y,,
1485,CG041-017,17C010MW,9/4/2020,63.21,7/22/2021,70,64.24,Y,,
1486,CG041-017,17C015AMW,3/22/2021,7.38,7/21/2021,15,11.75,Y,,
1487,CG041-017,17C015BMW,3/22/2021,10.64,7/21/2021,56,14.83,Y,,
1488,CG041-017,17C156MW,8/31/2020,9.34,7/21/2021,34,10.92,Y,,
1489,CG041-017,17C157MW,8/31/2020,9.61,7/21/2021,33,11.5,Y,,
1490,CG041-017,17C159MW,8/31/2020,10.03,7/22/2021,30,12.34,Y,,
1491,CG041-017,17C160MW,8/31/2020,9.6,7/22/2021,30,11.06,Y,,
1492,CG041-017,17C161MW,8/28/2020,11.89,7/23/2021,22,13,Y,,
1493,CG041-017,17C162MW,8/31/2020,11.95,7/22/2021,18.5,13.66,Y,,
1494,CG041-017,17C164MW,8/31/2020,7.61,7/22/2021,12.5,9.65,Y,,
1495,CG041-017,17C165BMW,3/19/2021,11.94,7/21/2021,43,16.37,Y,,
1496,CG041-017,17C166MW,3/19/2021,8.82,7/21/2021,39,13.2,Y,,
1497,CG041-017,17C168MW,9/4/2020,10.07,7/21/2021,28,11.92,Y,,
1498,CG041-017,17C169MW,8/31/2020,10.31,7/21/2021,20,11.63,Y,,
1499,CG041-017,17L010MW,3/22/2021,9.31,7/21/2021,18,13.92,Y,,
1500,CG041-018,18C028MW,3/18/2021,5076,7/19/2021,15.55,53.04,Y,,
1501,CG041-018,18C043MW,8/27/2020,45.57,7/19/2021,72.24,49.05,Y,,
1502,CG041-018,18C044MW,8/27/2020,48.75,7/19/2021,74.13,52.2,Y,,
1503,CG041-018,18C047MW,8/27/2020,43.26,7/19/2021,57.34,46.6,Y,,
1504,CG041-018,18C021AMW,3/18/2021,49.53,7/19/2021,61.65,51.2,Y,,
1505,CG041-018,18C021BMW,3/18/2021,49.38,7/19/2021,94.46,51.8,Y,,
1506,CG041-029,29C037AMW,8/25/2020,26.43,7/27/2021,32,29,Y,,
1507,CG041-029,29C037BMW,8/25/2020,33.31,7/27/2021,56,36.41,Y,,
1508,CG041-029,29C038AMW,8/25/2020,27.06,7/27/2021,38,29.9,Y,,
1509,CG041-029,29C038BMW,8/25/2020,37.8,7/27/2021,70,41.26,,,
1510,CG041-029,29C008AMW,8/25/2020,32.06,7/27/2021,48,34.91,Y,,
1511,CG041-029,29C008BMW,8/25/2020,41.44,7/27/2021,73,44.6,Y,,
1512,CG041-029,29C009BMW,8/25/2020,29.48,7/27/2021,65,32.14,Y,,
1513,CG041-029,29C040AMW,8/25/2020,28.48,7/26/2021,70,31.8,Y,,
1514,CG041-029,29C040BMW,8/25/2020,28.49,7/26/2021,99.5,31.96,Y,,
1515,CG041-029,29L004MW,9/9/2020,39.26,7/27/2021,86,43,Y,,
1516,CG041-029,29VW004,8/25/2020,23.52,7/27/2021,33.5,26.31,Y,,
1517,CG041-035,35C081MW,6/29/2021,,7/14/2021,60.3,52.3,Y,,
1518,CG041-035,35C067MW,6/29/2021,,7/14/2021,53,9999,Y,,
1519,CG041-035,35C056MW,6/29/2021,,7/14/2021,65,59.76,Y,,
1520,CG041-035,35C066MW,6/29/2021,,7/14/2021,63,55.65,Y,,
1521,CG041-039,19C001MW,8/18/2020,34.96,7/29/2021,89.71,38.39,Y,,
1522,CG041-039,19C002MW,8/13/2020,33.79,7/29/2021,75,37.31,Y,,
1523,CG041-039,19C003MW,8/13/2020,33.74,7/29/2021,89,37.28,Y,,
1524,CG041-039,19L001MW,8/13/2020,32.75,7/19/2021,74,36.24,Y,,
1525,CG041-039,19L002MW,8/18/2020,30.94,7/20/2021,76,34.18,Y,,
1526,CG041-039,36U001MW,8/19/2020,28.45,7/29/2021,35,30.8,Y,,
1527,CG041-039,39C013BMW,8/14/2020,30.95,7/29/2021,71.5,34.2,Y,,
1528,CG041-039,39C014BMW,8/19/2020,17.92,7/29/2021,54,20.06,Y,,
1529,CG041-039,39C015AMW,8/14/2020,17.95,7/29/2021,73,34.47,Y,,
1530,CG041-039,39C016MW,8/13/2020,31.4,7/19/2021,170,35.53,Y,,
1531,CG041-039,39C017AMW,7/8/2021,,7/23/2021,49,39.54,Y,,
1532,CG041-039,39C017BMW,8/27/2020,32.2,7/23/2021,61,34.54,Y,,
1533,CG041-039,39C019AMW,8/19/2020,15.2,7/27/2021,28,18.51,Y,,
1534,CG041-039,39C019BMW,8/19/2020,24.85,7/27/2021,66,26.7,Y,,
1535,CG041-039,39C025MW,8/26/2020,16.22,7/29/2021,36.5,19.1,Y,,
1536,CG041-039,39C045BMW,8/26/2020,31.45,7/23/2021,57,34,Y,,
1537,CG041-039,39C047MW,8/19/2020,24.2,7/29/2021,39,27.08,Y,,
1538,CG041-039,39C058AMW,8/18/2020,23.02,7/29/2021,37,25.65,Y,,
1539,CG041-039,39C058BMW,8/18/2020,21.9,7/19/2021,57,24.48,Y,,
1540,CG041-039,39C058CMW,8/18/2020,35.47,7/29/2021,100,38.62,Y,,
1541,CG041-039,39U003AMW,8/18/2020,11.89,7/29/2021,30,15.4,Y,,
1542,CG041-039,39U003BMW,8/18/2020,26.18,7/29/2021,70,29.57,Y,,
1543,CG041-039,39U003CMW,8/18/2020,26.04,7/29/2021,115,29.37,Y,,
1544,CG041-039,39U004AMW,8/19/2020,18.6,7/29/2021,30,21.11,Y,,
1545,CG041-039,39U004BMW,8/19/2020,21.25,7/29/2021,69,34.22,Y,,
1546,CG041-039,39U004CMW,8/19/2020,31.49,7/29/2021,102,34.16,Y,,
1547,CG041-039,39U005AMW,8/19/2020,24.35,7/29/2021,29.5,27.1,Y,,
1548,CG041-039,39U005BMW,8/19/2020,33.73,7/29/2021,54.5,36.12,Y,,
1549,CG041-039,39U006AMW,8/19/2020,27.28,7/27/2021,34,29.58,Y,,
1550,CG041-039,39U006BMW,8/19/2020,36.54,7/27/2021,71.95,38.6,Y,,
1551,CG041-039,39U007AMW,8/19/2020,26.7,7/29/2021,40.7,29.81,Y,,
1552,CG041-039,39U007APZ,8/19/2020,23.85,7/29/2021,33.5,28.66,Y,,
1553,CG041-039,39U007BMW,8/19/2020,40.82,7/29/2021,69,43.46,Y,,
1554,CG041-039,39U007BPZ,8/19/2020,25.82,7/29/2021,56,26.91,Y,,
1555,CG041-039,39U007CMW,8/19/2020,40.96,7/29/2021,88.5,43.53,Y,,
1556,CG041-039,39U008AMW,8/13/2020,24.89,7/29/2021,65.48,28.1,Y,,
1557,CG041-039,39U008APZ,8/19/2020,26.26,7/29/2021,33.5,28.66,Y,,
1558,CG041-039,39U008BPZ,8/19/2020,26,7/29/2021,54.5,28.56,Y,,
1559,CG041-039,39U009AMW,8/13/2020,29.55,7/29/2021,90,33.42,Y,,
1560,CG041-039,39U009BMW,8/13/2020,29.99,7/29/2021,139,33.92,Y,,
1561,CG041-039,A72U001AMW,8/18/2020,15.96,7/29/2021,33.94,18.55,Y,,
1562,CG041-039,A72U001BMW,8/18/2020,30.26,7/29/2021,99.5,33.34,Y,,
1563,CG041-039,A72U002AMW,8/19/2020,18.47,7/29/2021,25.5,20.99,Y,,
1564,CG041-039,A72U002BMW,8/19/2020,32.29,7/29/2021,78,36.02,Y,,
1565,CG041-039,A72U002CMW,8/19/2020,33.2,7/29/2021,111.5,36,Y,,
1566,CG041-039,A72U003AMW,8/13/2020,20.74,7/29/2021,30,23.26,Y,,
1567,CG041-039,A72U003BMW,8/13/2020,32.96,7/29/2021,75,36.56,Y,,
1568,CG041-039,A72U003CMW,8/13/2020,35.59,7/29/2021,128,39.41,Y,,
1569,CG041-039,UBL001MW,8/19/2020,33.88,7/29/2021,77,37.65,Y,,
1570,CG041-507,23U006AMW,8/13/2020,16.12,7/27/2021,22,18.62,Y,,
1571,CG041-507,23U006BMW,8/13/2020,17.16,7/27/2021,45,18.78,Y,,
1572,CG041-507,23U006CMW,8/13/2020,16.3,7/27/2021,70,19.68,Y,,
1573,CG041-507,SWMU23C001AMW,8/18/2020,15.1,7/12/2021,35,17.31,Y,,
1574,CG041-507,SWMU23C001BMW,8/18/2020,15.37,7/12/2021,54,17.62,Y,,
1575,CG041-507,SWMU23C002MW,8/13/2020,16.65,7/29/2021,9999,19,Y,,
1576,CG041-507,SWMU23C003MW,8/13/2020,11.78,7/27/2021,45,14.2,Y,,
1577,CG041-507,SWMU23C004AMW,8/13/2020,21.35,7/28/2021,32,23.7,Y,,
1578,CG041-507,SWMU23C004BMW,8/13/2020,25.26,7/28/2021,73,27.41,Y,,
1579,CG041-507,SWMU23C005MW,8/13/2020,18.08,7/28/2021,50,26.2,Y,,
1580,CG041-507,SWMU23U001AMW,8/13/2020,17.1,7/28/2021,32.5,19.32,Y,,
1581,CG041-508,SS508C009MW,8/11/2020,7.07,7/15/2021,16,7.2,Y,,
1582,CG044-003,03C011MW,7/12/2019,49.28,7/15/2021,58.5,50.31,Y,,
1583,CG044-003,03C012AMW,7/18/2019,43.6,7/8/2021,95,45.42,Y,,
1584,CG044-003,03C012BMW,7/18/2019,43.26,7/8/2021,120,45.66,Y,,
1585,CG044-003,03C013BMW,8/24/2020,46.3,7/8/2021,119.5,47.58,Y,,
1586,CG044-003,03C021MW,8/26/2020,42.66,7/8/2021,57.5,44.38,Y,,
1587,CG044-003,03C046AMW,8/26/2020,46.68,7/8/2021,68,48.13,Y,,
1588,CG044-003,03C046BMW,8/26/2020,47.11,7/8/2021,108,9999,Y,,
1589,CG044-003,03C048MW,8/26/2020,50.23,7/8/2021,73.65,51.85,Y,,
1590,CG044-003,03C049MW,8/26/2020,51.67,7/8/2021,74,53.37,Y,,
1591,CG044-003,03C058MW,8/28/2020,42.8,7/8/2021,100,44.73,Y,,
1592,CG044-003,03C059MW,8/28/2020,43.41,7/8/2021,98,45.3,Y,,
1593,CG044-003,03C060MW,8/28/2020,49.19,7/8/2021,135,50.9,Y,,
1594,CG044-003,03C061MW,8/26/2020,45.73,7/8/2021,62.5,47.68,Y,,
1595,CG044-003,03L001MW,8/26/2020,46.18,7/8/2021,9999,47.48,Y,,
1596,CG044-003,03R002MW,8/26/2020,47.75,7/8/2021,62.5,44.16,Y,,
1597,CG044-003,03R011MW,7/18/2019,44.18,7/8/2021,67,46.08,Y,,
1598,CG044-003,FT03PEW4,8/26/2020,47.05,7/15/2021,55,48.55,Y,,
1599,CG044-003,FT03VW7D,8/8/2019,53.28,7/8/2021,57,53.9,Y,,
1600,CG044-003,UAL005PZS,7/6/2021,,7/20/2021,86,51.61,Y,,
1601,CG044-013,13C004MW,7/27/2021,,8/17/2021,89,38.91,N,,
1602,CG044-013,13C038MW,9/1/2020,44.53,7/27/2021,97,52.7,Y,,
1603,CG044-013,13C039MW,9/1/2020,44.8,7/27/2021,139,53.13,Y,,
1604,CG044-013,13C041PZD,9/3/2020,53.42,7/27/2021,170,67.06,Y,,
1605,CG044-013,13C041PZM,9/3/2020,47.55,7/27/2021,130,58.3,Y,,
1606,CG044-013,13C041PZS,9/3/2020,46.32,7/27/2021,105,56.66,Y,,
1607,CG044-013,13C042MW,9/3/2020,49.27,7/27/2021,187,63.64,Y,,
1608,CG044-013,13C043MW,9/3/2020,46.89,7/27/2021,175,60.44,Y,,
1609,CG044-013,13C044MW,9/3/2020,46.79,7/27/2021,179,59.81,Y,,
1610,CG044-013,13C045MW,3/22/2021,32.69,7/27/2021,177,60.26,Y,,
1611,CG044-013,13C046MW,9/3/2020,49.33,7/27/2021,173,62.98,Y,,
1612,CG044-013,13C054MW,3/22/2021,29.4,7/27/2021,250,61.9,Y,,
1613,CG044-013,13C055MW,9/3/2020,48.17,7/27/2021,285,62.19,Y,,
1614,CG044-013,13C056MW,9/2/2020,44.76,7/27/2021,102,52.88,Y,,
1615,CG044-013,13C058MW,9/1/2020,57.08,7/27/2021,262,69.44,Y,,
1616,CG044-013,13C089AMW,9/8/2020,44.78,7/30/2021,51.55,52.02,N,,
1617,CG044-013,13C089BMW,9/8/2020,43.42,7/27/2021,100.48,54.22,Y,,
1618,CG044-013,13C090AMW,3/22/2021,33.65,7/27/2021,56.15,53.13,Y,,
1619,CG044-013,13C090BMW,3/22/2021,33.6,7/27/2021,100.88,54.88,Y,,
1620,CG044-013,13C103MW,9/3/2020,43.14,7/27/2021,95,52.39,Y,,
1621,CG044-013,13C104MW,9/3/2020,47.34,7/27/2021,105,59.35,Y,,
1622,CG044-013,13C105MW,9/1/2020,53.89,7/27/2021,198,64.85,Y,,
1623,CG044-013,13C106MW,9/3/2020,45.94,7/27/2021,250,59.97,Y,,
1624,CG044-013,13L001EW,7/23/2021,,8/17/2021,115,52.44,N,,
1625,CG044-013,13L001MW,8/11/2020,40.6,7/27/2021,107.58,45.5,Y,,
1626,CG044-013,13L002EW,7/23/2021,,8/17/2021,111,53.42,N,,
1627,CG044-013,13L003EW,7/23/2021,,8/17/2021,113,47.97,N,,
1628,CG044-013,13L010MW,9/2/2020,48.66,7/27/2021,107,56.16,Y,,
1629,CG044-013,13L018MW,9/1/2020,64.73,7/27/2021,208,77.51,Y,,
1630,CG044-013,13L022MW,9/1/2020,44.57,7/27/2021,185,52.54,Y,,
1631,CG044-013,13L028MW,9/2/2020,48.26,7/27/2021,174,56.13,Y,,
1632,CG044-013,13L029MW,3/22/2021,34.89,7/27/2021,100.5,57.36,Y,,
1633,CG044-013,13L030MW,9/3/2020,48.74,7/27/2021,180,61.96,Y,,
1634,CG044-013,13L031MW,9/3/2020,45.3,7/27/2021,188,56.66,Y,,
1635,CG044-013,13L032MW,9/8/2020,42.42,7/27/2021,173,60.22,Y,,
1636,CG044-013,13O033MW,9/3/2020,46.9,7/27/2021,118,58,Y,,
1637,CG044-013,13O034MW,9/3/2020,46.84,7/27/2021,127,58.28,Y,,
1638,CG044-013,13O035MW,9/3/2020,47.09,7/27/2021,164,58.62,Y,,
1639,CG044-013,13O036MW,9/8/2020,42.73,7/27/2021,124,59.53,Y,,
1640,CG044-013,13O037MW,9/1/2020,46.1,7/27/2021,192,57.42,Y,,
